Household_ID,Vulnerability_Category,Household_Size,Dependency_Ratio,Primary_Income_Source,Employment_Status,Monthly_Income,Food_Assistance_Received,Cash_Assistance_Received,Total_Assistance_Value,Monthly_Expenditure,Current_Debt_Level,Debt_Status,Food_Consumption_Score,Food_Security_Status,Head_of_Household_Gender,Head_of_Household_Age,Female_Headed_Household,Disability_In_Household,Chronic_Illness_In_Household,Elderly_Members_Count,Children_Under_5_Count,Years_In_Camp
8113,2,10,2.88,Agriculture,SelfEmployed,4364,5906,"5,292",11198,6217,1360,High,29.55,Insecur,M,51,no,No,Y,2,4,7
6967,1,8,2.04,casual labor,unemp,1863,3056,2755,5811,2561,1508,Low,8.03,Moderate,FEMALE,26,yes,yes,No,1,2,7
1129,4,9,0.92,agriculture,unemp,4737,5671,5503,11174,5690,5643,Lw,46.5,Insecur,Femal,54,yes,No,Yes,2,5,19
10289,1,7,2.08,agriculture,Self-Employed,651,2308,1107,3415,2373,3332,Medium,6.73,Insecur,f,57,No,No,N,0,5,18
6224,2,2,1.32,Casual Labor,Unemployed,2273,3307,2592,5899,3587,2019,Medium,25.96,Insecur,M,72,no,Yes,No,1,2,14
17011,4,8,1.3,Aid,SelfEmployed,6371,7938,6908,14846,7884,4181,Medium,71.58,Sec,f,57,Y,N,Yes,2,2,13
4439,3,3,1.84,casual labor,Employed,4158KES,4712,5027,9739,5574,3906,Low,33.89,Insecure,FEMALE,73,yes,N,yes,1,2,12
12411,4,6,0.78,trading,Unemployed,7307,8323,8503,16826,9025,8132,High,90.7,Insecure,FEMALE,52,yes,yes,yes,0,2,9
4994,2,5,0.2,Trading,SelfEmployed,3336,4067,3705,7772,2845,5027,Hgh,25.45,Mod,Male,53,no,Y,No,0,4,4
16851,4,6,0.27,Agriculture,SelfEmployed,6335,7091,"6,853",13944,6947,2138,High,69.65,Insecur,male,20,yes,Y,Yes,2,2,12
8952,4,3,2.41,Trading,SelfEmployed,8027,9576,8780,18356,8668,9496,High,73.82,Mod,M,25,Y,No,No,1,2,14
5204,2,8,2.96,Trading,employd,2382,2962,2744,5706,3539,5425,High,33.19,Sec,FEMALE,21,No,Y,no,0,1,13
8701,4,11,1.54,aid,employd,8942,9906,9974,19880,10352,7544,Low,100,Insecure,Male,70,N,No,Yes,2,2,6
7779,1,6,2.56,Casual Labor,unemp,1880,2716,2617,5333,2284,5242,Hgh,25.94,Insecure,Male,20,No,Y,yes,1,1,5
11191,4,7,0.14,Business,Unemployed,"6,631",7930,7542,15472,7188,8375,Medium,58.86,Secure,M,37,Yes,Yes,Y,0,3,13
15720,2,4,1.39,Business,SelfEmployed,1729,"2,425",3188,5613,2475,5216,Medium,12.96,Insecure,M,24,No,Yes,N,0,3,11
16057,2,9,0.48,casual labor,Self-Employed,1198,3138,1852,4990,2873,7852,Med,22.8,Insecure,M,28,Yes,yes,no,1,1,17
2177,3,5,0.81,Casual Labor,Unemployed,4149,4949,5391,10340,5398,2374,Hgh,43.42,Insecure,Male,52,Yes,no,Y,2,3,13
11734,4,4,1.95,casual labor,employd,4819,6771,"6,093",12864,4623,9941,High,46.79,Secure,M,39,No,No,N,1,1,7
8649,3,9,1.04,Aid,SelfEmployed,4207,5847,4890,10737,5712,5570,Hgh,25.45,Sec,f,22,yes,N,No,4,7,5
3245,2,4,1.12,Aid,employd,2171,2868,2859,5727,1926,8128,High,22.92,Secure,Male,72,No,Yes,Y,0,2,2
15839,3,8,2.19,Business,employd,"3,961",5013,5055,10068,3804,1083,Lw,39.82,Sec,FEMALE,25,No,no,Y,0,1,11
7510,4,5,0.85,casual labor,unemp,8005,8727,8467,17194,8460,1261,Lw,66.72,Secure,Male,73,yes,No,N,1,2,17
15273,2,6,0.1,casual labor,SelfEmployed,3134,4590,3445,8035,4514,9753,Hgh,26.61,Moderate,Femal,21,N,No,No,1,3,16
4109,1,9,2.41,trading,SelfEmployed,624,2227,2059,4286,2301,6293,Hgh,1.9,Insecure,male,58,Yes,Yes,Yes,0,0,17
12492,3,6,1.44,Trading,Unemployed,6325,7920,7194,15114,7751,7845,Medium,70.07,Mod,M,64,yes,Y,N,2,1,11
15941,1,3,0.79,Agriculture,unemp,1312,"3,116",2204,5320,1674,2694,High,9.87,Moderate,Femal,35,Y,No,yes,2,2,15
5906,4,4,0.12,Trading,Employed,5839,6838,7330,14168,7040,1940,Hgh,63.66,Mod,f,70,No,yes,yes,2,0,5
11358,3,7,0.81,aid,unemp,7039,8978,7942,16920,7097,5617,Med,53.94,Insecur,f,45,yes,yes,yes,3,0,16
11971,4,4,1.4,Trading,employd,5262,7231,6235,13466,5178,5040,Hgh,42.9,Secure,Male,49,N,N,N,1,2,16
17277,4,5,0.74,Business,Employed,5968,7645,6973,14618,7516,4964,High,68.24,Mod,Femal,42,N,N,N,2,1,9
12981,4,5,1.18,agriculture,Unemployed,6864,"8,053",8341,16394,8311,4010,Medium,63.75,Insecure,M,73,yes,yes,N,1,3,2
6943,2,2,2.78,Agriculture,Unemployed,4638,6134,5693,11827,5664,15466,Med,60.94,Mod,male,46,Y,N,No,1,2,7
10895,2,8,2.72,agriculture,employd,"2,699",4680,3867,8547,2438,8694,Med,37.94,Secure,male,45,no,yes,no,1,2,9
12767,2,6,0.54,Agriculture,employd,3139,3995,4298,8293,4564,9918,Medium,36.08,Insecure,male,79,No,No,Y,1,2,13
15858,3,5,2.4,agriculture,SelfEmployed,5.4k,6670,5937,12607,6481,5054,Low,42.94,Sec,M,48,No,No,yes,2,0,20
12756,2,5,0.38,business,SelfEmployed,1763,3190,3169,6359,2797,4380,Lw,16.81,Insecure,f,29,N,N,Y,0,2,0
10353,1,4,2.85,trading,employd,977,2599,1731,4330,1047,1287,Hgh,21.45,Moderate,male,42,No,N,Y,1,3,11
7691,2,4,1.46,Trading,Employed,"2,565",4076,4018,8094,4492,4183,Low,17.13,Secure,Femal,67,Y,N,Yes,0,2,16
11056,4,10,1.59,Casual Labor,SelfEmployed,6850,7600,8292,15892,6532,4575,High,57.38,Moderate,f,57,yes,No,Yes,2,1,9
6596,1,8,0.59,trading,SelfEmployed,685,2497,2017,4514,201,6791,Low,17.88,Moderate,f,40,yes,N,no,0,4,12
7192,1,7,2.71,aid,Self-Employed,2079,2726,2888,5614,1656,860,Lw,22.87,Mod,Male,46,yes,N,N,0,1,8
9468,3,6,1.41,agriculture,Unemployed,5.9k,6451,6730,13181,7228,5506,Lw,52.58,Moderate,Male,57,Yes,no,yes,0,2,8
12364,4,10,0.58,Trading,Employed,6924,7608,7459,15067,6452,3206,Med,71.47,Insecure,Male,75,yes,N,Yes,2,1,15
16866,3,5,0.52,Trading,SelfEmployed,3927,5171,4408,9579,4593,7575,High,38.52,Secure,Femal,55,No,No,no,2,3,10
15608,2,7,2.04,agriculture,unemp,3128,3953,4133,8086,2685,1692,Hgh,17.07,Sec,FEMALE,47,Yes,Yes,N,0,3,12
3213,4,6,2.87,Business,Unemployed,7748,8558,8941,17499,8669,4700,Medium,80.12,Sec,Femal,47,N,no,Y,0,0,11
7,2,8,1.39,agriculture,Employed,2669,3924,3781,7705,4277,270,Medium,16.7,Mod,Male,65,No,yes,Yes,2,2,3
14493,3,6,1.71,Agriculture,unemp,4735,5281,5252,10533,5219,2272,Medium,50.42,Sec,male,27,Yes,Y,Y,0,2,9
12224,4,6,2.61,Agriculture,Self-Employed,8020,8700,9091,17791,9848,819,Hgh,67.85,Sec,f,51,No,Yes,Y,2,2,19
14940,3,3,1.66,aid,unemp,6658,7828,7059,14887,8641,269,Med,58.46,Insecure,f,44,No,Yes,No,0,4,14
4932,4,6,1.91,Trading,Self-Employed,9442,11026,10416,21442,9548,9323,Hgh,100,Insecur,male,74,Y,N,N,0,1,6
3815,4,3,2.14,Agriculture,Employed,9437,10347,10065,20412,9636,3707,High,98.29,Sec,f,74,No,No,no,0,3,12
4547,3,5,2.68,aid,Employed,5554,6853,6585,13438,5577,6719,High,42.49,Insecure,M,53,No,yes,Y,0,3,8
15393,1,6,0.14,Agriculture,employd,2286,3374,3662,7036,3738,1146,Lw,19.97,Insecure,male,33,No,No,no,1,1,1
11554,3,3,0.22,Business,employd,5245,7160,"5,581",12741,6202,3704,Low,55.26,Insecur,FEMALE,66,no,No,Yes,1,3,14
8924,1,6,0.61,aid,Unemployed,1263,2672,2598,5270,2409,1917,High,14.5,Insecure,FEMALE,28,no,yes,Yes,1,2,10
14352,3,4,1.72,aid,employd,6832,8766,7468,16234,7113,13852,Med,54.83,Secure,f,52,Yes,No,No,1,4,19
4786,1,8,0.73,Trading,employd,2200,"3,891",2717,6608,2642,3095,Low,14.54,Secure,male,36,Yes,no,Y,2,0,15
15351,4,7,0.65,trading,Employed,8632,10433,9683,20116,10531,6295,Med,80,Mod,Male,47,no,yes,Y,3,2,2
14898,1,7,0.25,Casual Labor,Unemployed,1662,2292,2591,4883,1347,2576,Medium,3.52,Mod,male,44,No,No,Y,1,3,14
4972,1,7,0.13,business,Employed,347,2173,1426,3599,591,9981,Low,1.75,Moderate,male,34,Y,Y,yes,0,1,0
5080,2,8,2.74,Aid,employd,4748,6043,5356,11399,6194,5552,Medium,53.78,Moderate,Male,58,Y,No,yes,2,2,13
2937,4,3,2.4,agriculture,unemp,6518,7138,7275,14413,7854,140,High,62.46,Mod,male,22,No,No,N,3,3,8
7895,1,12,2.81,Trading,Self-Employed,-147,1332,1289,2621,905,8629,Hgh,0,Secure,FEMALE,70,no,No,No,1,3,14
5984,3,6,0.62,agriculture,SelfEmployed,3968,5826,4405,10231,4449,7328,Low,46.76,Secure,M,49,No,N,N,3,2,5
481,2,5,2.32,aid,SelfEmployed,4898,5932,5850,11782,5903,8274,Lw,53.33,Insecure,f,23,no,Y,no,2,3,13
2462,3,9,2.37,casual labor,unemp,4529,5114,5483,10597,5390,1391,Lw,42.12,Moderate,f,66,yes,Y,no,1,1,1
16035,3,6,2,Aid,Employed,6417,7329,7722,15051,8175,2608,Low,71.41,Insecure,FEMALE,51,Y,N,N,0,2,18
9891,3,7,2.08,agriculture,unemp,"4,585",5895,5535,11430,5046,3294,Hgh,46.33,Moderate,FEMALE,58,Y,no,No,0,2,12
1707,2,7,2.56,Trading,SelfEmployed,2535,3123,3370,6493,2702,1857,Lw,22.56,Secure,f,75,N,Yes,Yes,3,5,0
9686,4,6,2.94,Business,unemp,6211,8105,7554,15659,7867,7714,High,51.59,Moderate,FEMALE,70,No,N,yes,0,4,17
1250,1,6,1.45,Casual Labor,employd,2581KES,4309,3604,7913,2647,3378,Medium,28.3,Mod,f,69,N,no,Y,1,4,3
6003,4,3,2.09,aid,Self-Employed,7689,8218,8876,17094,8446,5036,Med,89.24,Insecure,f,49,yes,no,No,0,1,9
16161,4,4,2.52,aid,Unemployed,8219,9923,8864,18787,8385,2290,High,100,Sec,M,65,No,Y,No,2,2,13
15727,4,7,2.61,Business,unemp,5001,6585,5760,12345,6388,3373,Low,57.84,Sec,Male,55,yes,N,N,0,1,5
5053,3,2,0.88,business,SelfEmployed,5686KES,"7,626",6117,13743,5652,9160,Medium,58.74,Moderate,f,79,yes,No,No,0,4,5
11733,2,7,0,Business,employd,2549,4030,3073,7103,2731,838,Medium,2.32,Secure,Femal,67,N,Y,No,0,1,13
4622,1,5,2.37,agriculture,SelfEmployed,784KES,1494,1980,3474,2178,6018,Med,0,Sec,M,22,N,No,Yes,1,2,0
7727,2,6,2.33,trading,employd,"3,425",4114,4271,8385,4671,833,Lw,27.79,Moderate,M,55,no,N,Y,2,3,15
6458,1,5,1.98,business,Employed,1.6k,2941,2667,5608,3224,914,Low,32.59,Sec,f,79,Y,Y,N,1,3,9
244,2,11,1.62,casual labor,SelfEmployed,892,2483,1807,4290,2725,6564,Medium,0,Insecur,f,55,No,Yes,no,1,3,8
14434,4,11,0.67,Trading,Self-Employed,6169,7579,6532,14111,7488,6116,Med,42.29,Insecur,male,27,Y,N,N,0,1,17
14230,3,4,1.46,Agriculture,Unemployed,3539,4833,4443,9276,4715,7850,High,39.78,Insecur,f,74,no,yes,Y,3,2,16
2062,4,8,0.54,casual labor,Employed,"7,330",8945,7681,16626,7307,936,Lw,73.32,Mod,M,25,No,Yes,No,2,3,10
6002,2,8,1.91,Business,Employed,2991,3813,3671,7484,4778,1069,Lw,20.8,Moderate,M,29,no,Yes,Y,1,2,10
15505,4,5,0.83,Casual Labor,SelfEmployed,5847,6509,6400,12909,5731,9916,Med,71.14,Secure,Femal,36,Y,Y,Y,1,2,20
14801,2,8,2.76,casual labor,Self-Employed,"5,013",5522,5566,11088,5618,9773,Lw,50.76,Mod,male,40,Yes,Y,no,2,1,3
2903,4,9,2.81,Casual Labor,Self-Employed,9230,11121,9577,20698,9723,3654,High,90.8,Secure,Male,26,yes,No,No,2,1,20
2445,3,4,0.77,Aid,employd,6498,"7,214",7153,14367,6962,7126,Low,68.77,Insecur,FEMALE,71,No,N,no,0,1,16
12417,4,10,1.29,Agriculture,Self-Employed,5017,6650,5482,12132,4607,9442,Low,47.97,Moderate,Femal,43,Y,N,N,1,1,12
108,3,7,2.49,aid,Employed,7443,9119,8661,17780,9233,9405,High,58.58,Insecur,f,thirty,Yes,Y,N,2,0,2
5049,2,4,2.12,Aid,SelfEmployed,2481,3120,3165,6285,3331,2437,Hgh,30.88,Sec,M,51,No,no,Y,1,2,5
8323,1,5,2.65,Trading,Employed,1203,2780,2034,4814,1572,7638,High,14.24,Insecur,FEMALE,44,Yes,No,No,2,2,13
3110,2,6,0.78,Casual Labor,SelfEmployed,4016KES,4630,5359,9989,4939,2791,Low,29.8,Mod,Male,25,yes,No,N,2,5,10
457,2,6,1.33,business,SelfEmployed,3355,"4,250",3659,7909,4219,2596,Hgh,39.21,Secure,Male,58,N,No,N,4,1,4
228,2,6,2.17,Agriculture,unemp,3906,5465,4699,10164,3443,1993,Hgh,43.78,Moderate,FEMALE,59,yes,no,N,1,1,16
14479,2,6,2.28,casual labor,Unemployed,4238,4754,4824,9578,5225,5227,Medium,39.4,Moderate,f,51,No,Yes,no,1,3,3
1510,4,3,2.55,Trading,Unemployed,7.8k,9158,8728,17886,9082,8111,Lw,78.48,Mod,FEMALE,46,No,N,Yes,1,0,14
15573,2,5,2.07,agriculture,SelfEmployed,1936,3232,2858,6090,1514,4240,Hgh,16.44,Insecur,male,50,no,Yes,N,2,5,5
1347,2,8,0.61,Business,Unemployed,4.6k,5938,4977,10915,5725,3034,Medium,35.68,Mod,M,51,Yes,yes,N,2,2,3
1653,1,7,0.23,agriculture,unemp,2434,4432,2767,7199,4297,2307,Hgh,26.06,Sec,male,44,Y,Y,no,1,3,13
8488,1,5,0.31,aid,unemp,857,2207,1788,3995,2464,8634,Lw,39.12,Insecur,Male,72,no,Yes,N,1,3,6
7110,1,10,1.65,business,SelfEmployed,-369,1097,-44,1053,352,7755,Hgh,0,Mod,FEMALE,77,N,no,no,1,1,15
4627,2,6,2.84,Business,unemp,3851,5790,4621,10411,3974,6848,Medium,30.93,Mod,male,77,Y,Y,Y,0,3,2
8572,1,5,2.88,Trading,employd,830,1984,2061,4045,881,1858,Low,9.07,Insecur,f,34,yes,Y,Y,1,3,14
5120,2,8,0.82,aid,unemp,2186,"2,947",2688,5635,2276,5348,Medium,19.87,Sec,Femal,56,no,no,N,3,0,0
3356,3,7,1.97,Casual Labor,Unemployed,5463,5974,6785,12759,5797,6400,Med,58.83,Insecure,FEMALE,46,Y,yes,no,1,1,7
3791,1,6,0.37,Casual Labor,Employed,169,829,733,1562,1427,9711,High,0,Insecure,f,58,N,Y,no,3,0,0
13346,2,3,2.2,Casual Labor,Employed,4155,5962,5416,11378,4699,6515,Low,57.62,Insecure,male,19,No,No,Yes,0,2,6
14131,1,5,1.1,Casual Labor,Self-Employed,2390,3893,2815,6708,2462,1146,Low,20.29,Insecur,Male,56,yes,Y,no,0,2,13
13223,2,6,1.34,agriculture,SelfEmployed,1619,3470,3109,6579,2547,3776,Lw,20.87,Insecur,FEMALE,68,No,yes,Y,1,3,2
2670,1,8,0.33,Trading,SelfEmployed,2012,2636,2475,5111,2120,1242,Lw,25.56,Insecur,FEMALE,24,no,N,N,2,0,16
12467,1,5,0.79,casual labor,SelfEmployed,627,1156,1989,3145,2276,3336,Low,18.47,Sec,f,53,No,No,Yes,2,3,18
4851,1,5,0.71,Agriculture,Unemployed,2513,4146,3399,7545,2220,576,High,0,Moderate,Male,24,N,No,N,2,1,7
9711,3,3,0.5,Trading,Self-Employed,5916,7540,7124,14664,6759,9122,High,55.98,Insecure,Male,59,Y,Yes,Y,1,2,8
4295,1,6,0.4,Agriculture,Employed,163KES,1563,1144,2707,1858,6239,Low,10.25,Mod,male,68,no,No,yes,2,2,9
16199,1,6,0.42,agriculture,SelfEmployed,806,2168,1984,4152,1813,278,Low,0,Moderate,male,54,no,yes,no,1,3,16
13342,3,3,2.66,Trading,Unemployed,5791,7546,6844,14390,6210,8088,Medium,64.84,Insecur,Male,51,no,Y,yes,1,1,15
13060,4,6,0.56,Casual Labor,SelfEmployed,9882,10478,10422,20900,9703,4979,High,68.44,Mod,male,38,yes,Yes,N,1,1,0
16686,3,3,0.38,Aid,employd,6035,7267,6625,13892,6226,4344,Lw,64.34,Mod,FEMALE,72,N,no,Yes,0,0,4
15544,1,8,2.27,Business,unemp,2037,3396,3176,6572,2219,5350,Hgh,1.25,Mod,M,49,yes,Yes,yes,1,2,20
6151,2,7,1.35,trading,Unemployed,2397,3339,3422,6761,3089,9982,Hgh,24.91,Mod,f,56,yes,Yes,yes,0,4,14
13612,3,5,0.61,casual labor,Unemployed,6230KES,7364,7296,14660,8106,9708,Low,47.56,Secure,male,57,no,Yes,Y,2,2,20
16953,2,6,2.68,Aid,unemp,4218KES,5490,4775,10265,4357,5715,Med,36.35,Mod,Femal,55,Y,yes,Y,1,0,4
6397,3,6,2.64,trading,unemp,7167,7676,8212,15888,8833,8800,Lw,61.48,Insecur,FEMALE,65,No,N,Yes,1,2,13
3313,3,6,0.87,Business,SelfEmployed,6734,7806,7421,15227,8727,7502,High,54.09,Mod,Femal,54,Y,no,Yes,2,2,11
12727,1,7,1.62,Business,SelfEmployed,935,1964,1579,3543,1918,3589,Low,0.44,Insecur,FEMALE,68,Yes,Yes,No,1,3,6
5572,3,5,0.54,Trading,Employed,6468,7242,7805,15047,8400,1153,Medium,64.61,Sec,M,63,No,Y,no,3,1,5
6801,1,9,0.08,Business,unemp,608,2276,1271,3547,703,94,High,2,Insecure,f,49,N,no,no,1,0,14
14891,4,4,0.76,Business,unemp,6492,8353,7136,15489,6839,6382,Lw,77.3,Mod,Male,33,Y,No,yes,3,2,7
3621,1,4,1.3,trading,SelfEmployed,2626,3316,3369,6685,2941,2304,Low,21.87,Insecure,Male,63,Y,Y,yes,0,4,5
10562,4,7,0.11,casual labor,Employed,7065,7600,8409,16009,6883,737,Med,46.58,Mod,FEMALE,64,yes,yes,Yes,0,3,16
1564,4,6,0.27,Business,Self-Employed,5981,"7,374",7218,14592,7728,1446,Medium,55.6,Mod,M,65,No,No,no,0,2,12
2227,3,5,2.16,Business,Self-Employed,3928,4719,5305,10024,3861,9413,Hgh,49.98,Sec,Femal,74,yes,Yes,Yes,1,1,16
16143,1,5,0.95,Aid,Unemployed,123,1966,993,2959,763,9790,Low,10.23,Moderate,male,42,Y,Y,Yes,1,1,3
328,3,5,0.08,aid,SelfEmployed,6991,7924,8247,16171,7476,1329,Lw,59.83,Insecure,Male,18,No,Yes,Y,1,1,4
17318,4,4,0.38,trading,SelfEmployed,"7,696",9588,8817,18405,9544,7188,Medium,77.72,Insecure,Femal,58,N,no,No,2,0,2
3243,4,5,1.26,business,unemp,6908,7494,7388,14882,7612,1585,Lw,66.18,Moderate,FEMALE,76,No,N,Yes,0,2,1
5318,3,4,2.66,Business,employd,6115,"6,704",6736,13440,7160,8731,Lw,71.85,Secure,FEMALE,20,N,Y,Yes,1,1,8
14440,4,3,0.99,agriculture,Self-Employed,10056,11697,11513,23210,9735,7225,Lw,98.98,Secure,Male,34,N,Yes,no,0,1,18
14874,1,4,2.92,Trading,unemp,3037,4354,3401,7755,3740,4572,High,34.46,Insecure,FEMALE,twenty-nine,yes,yes,no,2,1,16
5030,2,9,1.89,casual labor,Employed,2814,4194,4175,8369,2694,6460,High,49.24,Insecure,Male,69,no,Yes,yes,1,2,8
474,3,6,2.25,aid,employd,5755,6983,6626,13609,5629,1810,Low,57.2,Moderate,male,73,Yes,No,No,1,3,15
2197,3,7,0.12,agriculture,Self-Employed,4728,5323,6081,11404,5854,738,Medium,50.92,Sec,f,77,No,Y,yes,1,0,2
16575,3,6,2.43,agriculture,employd,4364,5099,5089,10188,5490,5604,High,29.51,Mod,Femal,69,yes,N,N,1,0,9
7798,1,6,1.55,Casual Labor,SelfEmployed,537,1726,1365,3091,2214,2991,Low,8.48,Insecur,Femal,49,no,yes,Y,1,3,12
7679,3,6,2.61,Aid,SelfEmployed,5538,6295,5974,12269,7287,5306,Med,42.8,Sec,M,42,Y,N,yes,0,2,8
14923,4,9,0.83,Trading,Employed,7989,8765,9413,18178,8567,686,High,78.26,Insecur,FEMALE,45,Yes,no,Y,0,2,7
3652,2,6,1.21,Trading,SelfEmployed,2899,4475,3907,8382,2565,3086,Low,40.49,Mod,M,31,Yes,yes,Y,0,1,9
445,2,7,2.57,Casual Labor,employd,4745,5369,5604,10973,6638,1526,Lw,27.69,Sec,Male,39,Y,yes,yes,0,2,17
5833,2,4,2.47,business,employd,4398,5366,5486,10852,6226,1462,Hgh,43.53,Moderate,Femal,72,no,Yes,Y,2,1,2
1640,3,7,0.59,Business,Unemployed,5240KES,6809,"5,956",12765,5014,364,Medium,56.43,Insecure,f,44,no,Y,no,1,2,8
2798,2,5,1.62,casual labor,Unemployed,3065,4337,4118,8455,4082,4811,Lw,43.69,Mod,Femal,70,yes,Yes,Y,2,4,8
8276,4,5,0.78,Casual Labor,Self-Employed,9376,10776,10690,21466,10848,1268,Med,79.6,Secure,Male,71,Yes,N,Y,1,1,6
10885,3,5,0.44,trading,Self-Employed,5693,7140,6696,13836,5817,7973,Med,61.66,Insecure,Male,51,Y,yes,yes,0,1,16
9928,3,4,2.09,agriculture,SelfEmployed,3507,5239,4120,9359,4221,5690,High,36.27,Mod,FEMALE,42,N,N,Yes,1,3,16
9839,3,2,0.32,trading,Self-Employed,6206,7580,7055,14635,7530,9340,Medium,51.95,Insecure,f,35,Yes,N,Y,1,4,18
2571,2,4,1.55,aid,unemp,2473,"3,790",3013,6803,3208,9105,Low,22.88,Insecur,FEMALE,36,N,Yes,N,1,2,20
10762,3,3,0.53,business,SelfEmployed,6980,8858,8062,16920,7533,7107,High,63.63,Secure,male,54,N,no,Y,0,1,6
14566,1,5,1.66,business,SelfEmployed,1739,2598,2715,5313,2924,9044,Medium,14.14,Insecure,Male,49,yes,no,Y,0,4,9
7645,1,8,0.52,aid,Unemployed,448,"1,247",766,2013,250,4360,Low,4.52,Moderate,Femal,59,yes,Yes,no,1,3,4
14048,3,6,1.09,casual labor,Self-Employed,3702,5418,4502,9920,5024,3193,Lw,58.98,Sec,FEMALE,34,No,Y,yes,0,1,1
12106,3,6,1,business,Employed,4492,5993,5743,11736,5979,6415,High,33.22,Mod,Femal,70,Y,yes,No,0,7,0
15015,3,11,2.53,aid,Employed,3917,5545,5266,10811,5399,8683,Hgh,40.96,Insecur,male,29,N,Y,Y,1,4,14
1016,3,4,1.07,Trading,SelfEmployed,3633,4353,3998,8351,4225,7352,High,46.67,Sec,male,72,yes,no,no,4,3,16
14706,1,9,2.53,trading,unemp,2512,4004,3991,7995,2697,3660,Medium,34.99,Insecure,M,29,Y,Yes,N,2,3,10
17243,3,4,0.86,agriculture,Self-Employed,4920,6859,5825,12684,6688,1980,Lw,55.22,Secure,male,68,no,No,Y,0,2,14
14406,4,7,1.56,Trading,SelfEmployed,9018,9553,9896,19449,9262,5925,High,88.91,Moderate,Femal,58,Y,no,yes,2,2,10
1295,1,7,2.87,Trading,Employed,2129,3416,2842,6258,1953,4472,Low,26.46,Sec,f,74,Y,no,No,0,2,19
5936,3,8,1.74,Aid,Employed,4211KES,4878,5579,10457,3801,4331,Hgh,52.95,Moderate,M,65,Y,no,Yes,3,2,0
10954,2,4,1.14,Trading,unemp,"1,525",2045,1939,3984,1850,2874,High,14.14,Sec,male,42,Y,N,No,0,1,6
6392,3,5,0.8,trading,unemp,4279,5370,5776,11146,5998,9995,Medium,53.68,Insecur,M,37,N,No,yes,0,1,5
16098,1,4,1.74,Casual Labor,employd,-61,952,1110,2062,1764,6150,Lw,12.45,Moderate,male,41,No,Y,no,0,1,0
10293,4,6,2.45,Business,Unemployed,8640,10495,9404,19899,9343,2338,Hgh,80.01,Mod,male,20,N,Yes,no,2,2,18
13874,4,4,2.73,Agriculture,SelfEmployed,10012,11847,10835,22682,9791,4189,Med,94.73,Insecur,M,52,Y,No,No,0,3,2
5267,2,11,2.52,casual labor,Self-Employed,4485,5616,5138,10754,4266,9328,Low,38.49,Mod,f,63,Yes,No,no,1,2,6
9485,2,7,0.58,Casual Labor,Unemployed,2761,3561,3340,6901,4720,2406,Medium,17.67,Insecure,M,45,no,Yes,Yes,1,0,3
8136,4,5,1.84,Business,unemp,8468,9174,8879,18053,9503,2147,Med,72.78,Secure,Femal,68,yes,N,yes,1,3,18
3742,2,6,0.29,Trading,Unemployed,1947,3079,3299,6378,2675,1110,Medium,18.43,Mod,male,38,yes,N,Yes,1,2,14
13071,1,7,1.12,Agriculture,employd,1971,2775,2529,5304,1969,5423,Medium,27.52,Insecur,M,39,N,Yes,N,2,1,18
84,1,4,0.92,trading,Unemployed,2279,3564,2615,6179,2653,9036,Med,42.89,Insecur,FEMALE,23,N,yes,No,0,1,7
12871,4,11,2.38,trading,Unemployed,6373,7853,7624,15477,8342,3258,Low,64.72,Moderate,M,28,N,yes,yes,1,4,6
5497,2,4,0.82,aid,unemp,3554,4977,3953,8930,5434,1468,Low,46.25,Insecure,f,65,Yes,No,yes,2,2,0
12345,4,6,1.1,casual labor,unemp,4.8k,"6,688",5713,12401,4425,4205,Hgh,31.38,Sec,FEMALE,69,Y,No,yes,2,3,17
11555,2,8,1.91,trading,employd,2115,2682,3307,5989,3630,7078,Lw,31.28,Insecure,male,45,yes,Yes,No,1,1,4
1709,2,3,2.47,Aid,unemp,4447,4977,5206,10183,4617,2171,High,37.75,Secure,FEMALE,18,no,Y,Y,2,3,15
10754,4,6,2.01,agriculture,Self-Employed,6855,7819,7812,15631,6400,6213,Lw,64.99,Insecure,Femal,35,Y,yes,N,2,1,2
16960,4,7,2.97,aid,Self-Employed,6690,8622,7709,16331,8569,8600,Hgh,72.49,Insecur,male,34,no,No,N,1,2,6
10166,4,8,1.58,business,unemp,5.8k,7008,7292,14300,6325,3342,High,64.01,Mod,Femal,32,N,Yes,Yes,0,4,12
11761,1,3,0.13,trading,Employed,1842,3242,2698,5940,3067,2390,Med,15.12,Secure,FEMALE,29,No,Yes,Y,0,2,13
3369,2,9,2.44,Trading,Unemployed,856,1969,1939,3908,1680,1977,Medium,2.75,Insecur,Femal,65,yes,Y,yes,1,1,1
393,1,10,0.29,business,Employed,1694,3131,2824,5955,1584,3035,Low,24.59,Sec,FEMALE,51,No,N,No,3,3,17
13958,3,7,2.18,aid,unemp,5339,6994,6779,13773,5019,480,Hgh,46.72,Insecur,f,33,no,no,N,0,1,10
11934,3,8,2.55,Aid,employd,5904,6892,6213,13105,7049,7895,Med,71.84,Insecur,M,47,no,Yes,No,2,5,13
13732,4,5,1.17,agriculture,employd,8658,9323,9435,18758,10543,2485,High,96.61,Sec,male,68,Yes,No,Yes,2,1,6
15846,1,5,1.77,Agriculture,Employed,2006,3239,2608,5847,1870,5530,Lw,31.43,Sec,f,32,yes,yes,Y,1,3,5
